Method,dataset,seed,Train size,Number of features for test,kBET,ASW (true labels),ASW (predicted labels),ARI,NMI
DeepTAN,snrna,43,2720,800,0.9911634756995582,0.3677795,0.5600237,0.33232705707327165,0.3430599842817537
DeepTAN,snrna,42,680,1600,0.9513991163475699,0.29840702,0.65862936,0.33316404647561687,0.343815713002189
DeepTAN,snrna,46,680,1600,0.9926362297496318,0.47071463,0.590481,0.33269098022700333,0.34337887834019265
DeepTAN,snrna,44,680,1600,0.9661266568483063,0.32532924,0.6381276,0.33416254964312364,0.345413047664408
DeepTAN,snrna,45,680,1600,0.9690721649484536,0.4655032,0.66592556,0.3327961270108992,0.3443007045022381
DeepTAN,snrna,43,680,1600,0.9823269513991163,0.42577717,0.5929379,0.3339449316382333,0.34384322378231047
DeepTAN,snrna,42,2720,1600,0.9322533136966127,0.2112447,0.55193186,0.33191833158743705,0.34275665557956725
DeepTAN,snrna,46,2720,1600,0.9646539027982327,0.49996963,0.54032993,0.3331929598418044,0.34404176196500635
DeepTAN,snrna,44,2720,1600,0.9882179675994109,0.3658702,0.6158016000000001,0.33299475989655275,0.34515741771618014
DeepTAN,snrna,45,2720,1600,0.9720176730486009,0.16322157,0.5259924500000001,0.3330609554104658,0.34389916521039454
DeepTAN,snrna,43,2720,1600,0.9837997054491899,0.47382203,0.61224556,0.33360373202367205,0.34428423040687806
DeepTAN,snrna,42,2720,2000,0.9278350515463918,0.2806738,0.59643805,0.33262514277061067,0.3432781212089926
DeepTAN,snrna,46,2720,2000,0.9882179675994109,0.48054147,0.661017,0.3328053067906475,0.34470777936322067
DeepTAN,snrna,44,2720,2000,0.9837997054491899,0.33506837,0.66452575,0.33304267646740543,0.34434421584211916
DeepTAN,snrna,45,2720,2000,0.9661266568483063,0.21701288,0.5804295,0.3332437797502219,0.34392478520892494
DeepTAN,snrna,43,2720,2000,0.9646539027982327,0.49762484,0.653765,0.33354308677807837,0.34331763013874905
DeepTAN,snrna,42,680,2000,0.9955817378497791,0.45435566,0.68134004,0.3331383361533506,0.3431860224717015
DeepTAN,snrna,46,680,2000,0.9779086892488954,0.50455475,0.5950192,0.33305093555988147,0.3442780464106752
DeepTAN,snrna,44,680,2000,0.9764359351988218,0.3302983,0.7242857,0.33223852150403854,0.34473818082023827
DeepTAN,snrna,45,680,2000,0.9970544918998527,0.46331963,0.6981998,0.3326564161887954,0.3444162798909252
DeepTAN,snrna,43,680,2000,0.9808541973490427,0.4469779,0.63000775,0.3331658337661816,0.34347797145696773
DeepTAN,snrna,42,1359,2000,0.9381443298969072,0.413338,0.6396974,0.33279768675114124,0.34224022268073456
DeepTAN,snrna,46,1359,2000,0.9867452135493373,0.28087705,0.5804022600000001,0.33388409290637683,0.3451789896794727
DeepTAN,snrna,44,1359,2000,0.9587628865979382,0.23322791,0.5240653000000001,0.332935835901674,0.34413121366206734
DeepTAN,snrna,45,1359,2000,0.9941089837997055,0.3062236,0.5978613,0.33453686239851294,0.34407275986700925
DeepTAN,snrna,43,1359,2000,0.9749631811487481,0.479799,0.7081451,0.33211324966041483,0.3431692012945975
DeepTAN,snrna,42,5439,400,0.9970544918998527,0.19472197,0.6968879,0.33291654755700456,0.34287024569225427
DeepTAN,snrna,46,5439,400,0.9631811487481591,0.032487422,0.70531696,0.335118052794621,0.34707018408982593
DeepTAN,snrna,44,5439,400,0.898379970544919,0.43676394,0.65110034,0.3330760924368714,0.342522526639417
DeepTAN,snrna,45,5439,400,0.9558173784977909,0.41525766,0.68673533,0.33258360398584963,0.34432373532221555
DeepTAN,snrna,42,2720,400,0.9985272459499264,0.13717645,0.65863395,0.332978910177852,0.3429877760771207
DeepTAN,snrna,46,2720,400,0.9955817378497791,0.43183258,0.63675904,0.3328202221751083,0.3454419286161735
DeepTAN,snrna,44,2720,400,0.9882179675994109,0.4693535,0.6568184,0.3333173158855503,0.3433134835985158
DeepTAN,snrna,45,2720,400,0.9882179675994109,0.2431682,0.5690213000000001,0.3338364192479084,0.3442136384818182
DeepTAN,snrna,42,1359,1600,0.9661266568483063,0.34905082,0.5755589,0.33284487899042337,0.3422786201685806
DeepTAN,snrna,46,1359,1600,0.9543446244477173,0.32125968,0.534813,0.3330443678740667,0.34485000656519854
DeepTAN,snrna,44,1359,1600,0.9381443298969072,0.42504886,0.5037188,0.333530229966483,0.34359950288615343
DeepTAN,snrna,45,1359,1600,0.9911634756995582,0.3740373,0.5792543,0.3330452321901022,0.34268957605263967
DeepTAN,snrna,43,1359,1600,0.9734904270986745,0.47595775,0.6593644,0.3337452729544454,0.34373497660742103
DeepTAN,snrna,42,2720,1200,0.96759941089838,0.18019098,0.6006372600000001,0.33180164811540547,0.34452133022771075
DeepTAN,snrna,46,2720,1200,0.9572901325478645,0.3241937,0.5331674,0.33299873095258625,0.34336363297292477
DeepTAN,snrna,44,2720,1200,0.96759941089838,0.40814534,0.6086275,0.33224145303182434,0.3440463223615493
DeepTAN,snrna,45,2720,1200,0.9779086892488954,0.19057736,0.53602284,0.3322364824207287,0.34331799148379266
DeepTAN,snrna,43,2720,1200,0.9882179675994109,0.47381136,0.6211284,0.3328757844019849,0.34419859031457295
DeepTAN,snrna,42,680,800,0.9425625920471281,0.34556928,0.62403876,0.3329076975628531,0.34241284996564864
DeepTAN,snrna,46,680,800,0.9808541973490427,0.45114997,0.6059619,0.33386163498210203,0.34485862723636757
DeepTAN,snrna,44,680,800,0.9661266568483063,0.38943082,0.62371034,0.33428483692880956,0.3448093106552303
DeepTAN,snrna,45,680,800,0.9970544918998527,0.4819503,0.64398486,0.3336152505457896,0.34292768231287357
DeepTAN,snrna,43,680,800,0.9631811487481591,0.44448304,0.57418776,0.3333968984072217,0.3441517013191044
DeepTAN,scmul,42,2280,800,0.9521276595744681,0.20353323,0.75521225,0.33361693980553897,0.35795893441348176
DeepTAN,scmul,46,2280,800,1.0,0.22105673,0.69744414,0.3325250900583316,0.35188521814957197
DeepTAN,scmul,44,2280,800,0.925531914893617,0.2185407,0.75952405,0.33454499597474546,0.358001177516097
DeepTAN,scmul,45,2280,800,1.0,0.28986832,0.75649285,0.3332881524605876,0.3552858705940785
DeepTAN,scmul,43,2280,800,0.9964539007092199,0.22364327,0.7548787,0.33420111129821495,0.354890654505812
DeepTAN,scmul,42,572,800,0.8652482269503546,0.17878756,0.70238525,0.33366875046058975,0.3572775725239852
DeepTAN,scmul,46,572,800,0.99822695035461,0.19782516,0.66840845,0.33238814179277304,0.35116442598179837
DeepTAN,scmul,44,572,800,0.9964539007092199,0.25440967,0.72004384,0.33370771393860976,0.35431418050163066
DeepTAN,scmul,45,572,800,0.9698581560283688,0.28865737,0.70375365,0.3340727004087161,0.3560700904438811
DeepTAN,scmul,43,572,800,0.9397163120567376,0.2556538,0.75376886,0.3332144477014672,0.35508510179301744
DeepTAN,scmul,42,2280,1600,0.9095744680851063,0.19184509,0.7447255,0.33270281699960413,0.3550770530599286
DeepTAN,scmul,46,2280,1600,0.9911347517730497,0.20796397,0.75773555,0.3331842153281388,0.3583242144073596
DeepTAN,scmul,44,2280,1600,0.9858156028368794,0.17642549,0.7593946,0.33222688416413426,0.3528602707979585
DeepTAN,scmul,45,2280,1600,0.9379432624113475,0.29750964,0.7699894,0.33270919809101923,0.35429428115718853
DeepTAN,scmul,43,2280,1600,0.9769503546099291,0.2477766,0.7571973,0.3347556798032052,0.3564843692855878
DeepTAN,scmul,42,2280,2000,0.9095744680851063,0.19308844,0.74893433,0.33262245211114333,0.35357930371676416
DeepTAN,scmul,46,2280,2000,1.0,0.20937687,0.7551045000000001,0.3326712391957581,0.35491436475164345
DeepTAN,scmul,44,2280,2000,0.99822695035461,0.17008361,0.7597283,0.3322474792762589,0.3538624551566615
DeepTAN,scmul,45,2280,2000,0.9556737588652482,0.24466711,0.7615649,0.3327395043972109,0.3556760880214644
DeepTAN,scmul,43,2280,2000,0.9468085106382979,0.24299014,0.77709776,0.3335607761808658,0.355701495965606
DeepTAN,scmul,42,1136,1600,0.9131205673758865,0.19948483,0.76035804,0.333170891300648,0.3573536024899476
DeepTAN,scmul,46,1136,1600,0.9964539007092199,0.2178298,0.72793317,0.3330710968126889,0.35612258473738756
DeepTAN,scmul,44,1136,1600,0.9964539007092199,0.18178791,0.75544924,0.33330548910680907,0.357069268808967
DeepTAN,scmul,45,1136,1600,1.0,0.2811209,0.7709826,0.3318359169325761,0.35388003592650186
DeepTAN,scmul,43,1136,1600,0.8776595744680851,0.25815734,0.7619609,0.3338341301443368,0.357972187020955
DeepTAN,scmul,42,1136,800,0.9237588652482269,0.18614861,0.74990815,0.333997435720608,0.3564175633157921
DeepTAN,scmul,46,1136,800,0.9964539007092199,0.24609566,0.69144654,0.3332661892236049,0.3562464346259238
DeepTAN,scmul,44,1136,800,0.9698581560283688,0.21910954,0.7492512,0.33491974654779283,0.3527962502078092
DeepTAN,scmul,45,1136,800,0.99822695035461,0.2923496,0.70829815,0.3351020509045039,0.35786713744002285
DeepTAN,scmul,43,1136,800,0.9432624113475178,0.25718415,0.74505085,0.3329086557819162,0.3581694801075852
DeepTAN,scmul,43,1136,400,1.0,0.36187157,0.9175869,0.3339934448113029,0.34942532258847697
DeepTAN,scmul,43,2280,400,0.9804964539007093,0.3874343,0.93661684,0.3357834494313419,0.35432508378226035
DeepTAN,scmul,42,1136,1200,0.9468085106382979,0.23532069,0.7486184,0.3334193098236505,0.3564620679384129
DeepTAN,scmul,46,1136,1200,0.99822695035461,0.20085967,0.7369742,0.3329282548213984,0.35455887888296395
DeepTAN,scmul,44,1136,1200,0.9592198581560284,0.21938631,0.7667231,0.33236911857025986,0.3536258314823956
DeepTAN,scmul,45,1136,1200,0.99822695035461,0.26732752,0.73224276,0.333783254990895,0.35393949236875966
DeepTAN,scmul,43,1136,1200,0.9911347517730497,0.2717896,0.7622413,0.33299406972823725,0.3537408819568844
DeepTAN,scmul,42,4560,800,0.9592198581560284,0.20013008,0.7597133500000001,0.3334325632401032,0.35722156442185443
DeepTAN,scmul,46,4560,800,0.9663120567375887,0.18181565,0.5870971,0.333814287401725,0.3524055183132091
DeepTAN,scmul,44,4560,800,1.0,0.18867531,0.7883320500000001,0.3343238151830304,0.36093208189217024
DeepTAN,scmul,45,4560,800,1.0,0.28623354,0.73901844,0.3331652502032609,0.35438059242941206
DeepTAN,scmul,43,4560,800,0.9485815602836879,0.21495295,0.75752765,0.3341774102296606,0.35567762985301654
DeepTAN,scmul,42,4560,2000,0.8546099290780141,0.20161629,0.7401443,0.3338786573237604,0.3565071070590212
DeepTAN,scmul,46,4560,2000,1.0,0.21860239,0.7499436,0.3332714153024912,0.3545447038050424
DeepTAN,scmul,44,4560,2000,1.0,0.19528526,0.7925693,0.33268458202083284,0.3524079862246105
DeepTAN,scmul,45,4560,2000,0.9787234042553191,0.24902686,0.7559719,0.3336734878656262,0.3556508058606785
DeepTAN,scmul,43,4560,2000,0.9804964539007093,0.23323098,0.75135046,0.33391256249086176,0.35329478802309344
DeepTAN,scmul,43,572,400,0.9095744680851063,0.19157529,0.9677989,0.33265776777269235,0.3521662470721251
DeepTAN,scmul,42,4560,1600,0.8865248226950354,0.2039141,0.7366367,0.33325560768234186,0.3560908843707286
DeepTAN,scmul,46,4560,1600,0.99822695035461,0.23664212,0.7335897,0.33177129514740916,0.35321677152206693
DeepTAN,scmul,44,4560,1600,1.0,0.20745087,0.77929026,0.3330048364986725,0.35444308738999797
DeepTAN,scmul,45,4560,1600,0.9929078014184397,0.25471532,0.7763594,0.3329453183552908,0.3533440998003455
DeepTAN,scmul,43,4560,1600,0.9485815602836879,0.21611765,0.7563788300000001,0.3346970823397621,0.35424021598091876
DeepTAN,scmul,42,1136,2000,0.9627659574468085,0.19301951,0.7423364,0.334592337724454,0.35584593536919007
DeepTAN,scmul,46,1136,2000,1.0,0.21692666,0.7420929,0.3337469982269518,0.35307651093444253
DeepTAN,scmul,44,1136,2000,1.0,0.19650841,0.74084836,0.3326684392037371,0.35618733788686857
DeepTAN,scmul,45,1136,2000,1.0,0.2718186,0.7604838,0.3325371414309246,0.3565894509956739
DeepTAN,scmul,43,1136,2000,0.9663120567375887,0.28038514,0.77051705,0.3332725679646416,0.35205312551926254
DeepTAN,scmul,42,2280,1200,0.9450354609929078,0.19439626,0.75205255,0.3337020112855354,0.3572936138860934
DeepTAN,scmul,46,2280,1200,0.9964539007092199,0.22558257,0.7525445000000001,0.33230272307476405,0.35429439715614447
DeepTAN,scmul,44,2280,1200,0.9822695035460993,0.2300694,0.7692945,0.3354233990365911,0.3593570646577394
DeepTAN,scmul,45,2280,1200,1.0,0.28428608,0.7780755,0.3334224277047801,0.3567313832705557
DeepTAN,scmul,43,2280,1200,0.9468085106382979,0.24792665,0.75635374,0.33393076913948594,0.354199355098664
DeepTAN,scmul,43,4560,400,1.0,0.16410396,1.0061611,0.3327940191893974,0.34859857579583914
DeepTAN,scmul,42,572,1200,0.9308510638297872,0.20834675,0.75826556,0.33327295237770826,0.3576502146595233
DeepTAN,scmul,46,572,1200,0.9964539007092199,0.22812882,0.7754089000000001,0.3326987244774442,0.3569179393992268
DeepTAN,scmul,44,572,1200,0.99822695035461,0.213072,0.72582245,0.3323808326505725,0.35177429371493746
DeepTAN,scmul,45,572,1200,1.0,0.27327764,0.7605143,0.33314700916963935,0.35401438078626923
DeepTAN,scmul,43,572,1200,0.9485815602836879,0.24534449,0.77197236,0.33306390459033114,0.35476061120095936
DeepTAN,scmul,42,4560,1200,0.8351063829787234,0.22919622,0.687471,0.33257477399139146,0.35658624300832115
DeepTAN,scmul,46,4560,1200,0.9858156028368794,0.23204497,0.7545094,0.3323535939710443,0.3546625350341758
DeepTAN,scmul,44,4560,1200,0.9858156028368794,0.17836455,0.77302295,0.33383507689560177,0.3568260501335922
DeepTAN,scmul,45,4560,1200,0.9840425531914894,0.27910805,0.7760833500000001,0.3333353136865546,0.3584613194661314
DeepTAN,scmul,43,4560,1200,0.9663120567375887,0.232068,0.75324696,0.33355434157491964,0.35672976547614776
DeepTAN,scmul,42,572,2000,0.8599290780141844,0.19138557,0.76681405,0.3330866232888419,0.3562260501340043
DeepTAN,scmul,46,572,2000,1.0,0.17668551,0.7539764,0.3315798300838002,0.35188414178991445
DeepTAN,scmul,44,572,2000,0.99822695035461,0.17106488,0.7413642,0.33500054256768813,0.35516710461544465
DeepTAN,scmul,45,572,2000,0.9787234042553191,0.27514422,0.76841265,0.33267621806650877,0.3547671333173212
DeepTAN,scmul,43,572,2000,0.99822695035461,0.24928886,0.7757816,0.3334871888726469,0.35155935476288797
DeepTAN,scmul,42,572,1600,0.9166666666666666,0.20193586,0.7673965,0.33383739806123536,0.3582050822293526
DeepTAN,scmul,46,572,1600,0.99822695035461,0.206141,0.7388748,0.3332629930591246,0.3567392548799792
DeepTAN,scmul,44,572,1600,0.99822695035461,0.17854843,0.7506924,0.3325062984845989,0.3539960708690703
DeepTAN,scmul,45,572,1600,1.0,0.28352082,0.7626011,0.3322387085196323,0.3511065631866645
DeepTAN,scmul,43,572,1600,0.9131205673758865,0.26017225,0.7799887,0.3325560635551807,0.3519945971052928
MultiVI,snrna,42,5439,400,0.96759941089838,0.46400583,0.6116527,0.28957739677024835,0.299455748409237
MultiVI,snrna,42,5439,800,0.9425625920471281,0.46383536,0.626827,0.29035059826836324,0.30001484495389624
MultiVI,snrna,42,5439,1200,0.9646539027982327,0.46937048,0.6408046,0.2906991004250652,0.2991095015717893
MultiVI,snrna,42,5439,1600,0.9720176730486009,0.47149673,0.6412202,0.2900613437577345,0.29963004954123296
MultiVI,snrna,42,5439,2000,0.9749631811487481,0.47448304,0.6480892,0.29028069564872616,0.2998648947772554
MultiVI,snrna,43,5439,400,0.9764359351988218,0.44234765,0.6415995,0.2906352842718825,0.2996010125772407
MultiVI,snrna,43,5439,800,0.9734904270986745,0.45789164,0.6414061,0.29002696013779317,0.2989907642115036
MultiVI,snrna,43,5439,1200,0.9646539027982327,0.47218785,0.6417124,0.29033318122520246,0.29761772634862044
MultiVI,snrna,43,5439,1600,0.96759941089838,0.48519793,0.65314424,0.2904958695416475,0.2974493793118811
MultiVI,snrna,43,5439,2000,0.9690721649484536,0.47779155,0.6462314,0.2897534004268751,0.29807634320833704
MultiVI,snrna,44,5439,400,0.9602356406480118,0.4918858,0.6282066,0.2903592474103221,0.2980934429856268
MultiVI,snrna,44,5439,800,0.9646539027982327,0.47899476,0.64402455,0.2896464178509259,0.29736356937272296
MultiVI,snrna,44,5439,1200,0.9572901325478645,0.476172,0.6317038,0.28988263094876987,0.2973229402344557
MultiVI,snrna,44,5439,1600,0.9690721649484536,0.46901262,0.6368028,0.2896432132835833,0.2972459231538629
MultiVI,snrna,44,5439,2000,0.9484536082474226,0.4729881,0.63469493,0.289854509019395,0.29701411251450005
MultiVI,snrna,45,5439,400,0.946980854197349,0.47383234,0.61971873,0.2900713305176849,0.2974094446683436
MultiVI,snrna,45,5439,800,0.9720176730486009,0.47865328,0.6270931,0.29119832371958093,0.2988333757651519
MultiVI,snrna,45,5439,1200,0.9646539027982327,0.47684863,0.62331545,0.28907355083820313,0.29934202402558874
MultiVI,snrna,45,5439,1600,0.9602356406480118,0.47856086,0.605414,0.2894865907707306,0.2990197325308228
MultiVI,snrna,45,5439,2000,0.9617083946980854,0.48219305,0.6147926,0.29057484966378394,0.29922861967539205
MultiVI,snrna,46,5439,400,0.979381443298969,0.44146958,0.62633854,0.2906231898410918,0.2974354518112298
MultiVI,snrna,46,5439,800,0.9823269513991163,0.41948405,0.6216567,0.2912928658875298,0.30034967387778805
MultiVI,snrna,46,5439,1200,0.9705449189985272,0.4250816,0.638141,0.2905553066543966,0.29902181116662097
MultiVI,snrna,46,5439,1600,0.9779086892488954,0.42070952,0.62218606,0.2902513143921823,0.2990662773377172
MultiVI,snrna,46,5439,2000,0.9720176730486009,0.4317655,0.62997305,0.29048158936120083,0.29807560790938703
MultiVI,snrna,42,2720,400,0.9263622974963182,0.47277993,0.60557616,0.2903389829258078,0.3009215193290357
MultiVI,snrna,42,2720,800,0.9484536082474226,0.47065565,0.65732473,0.2903512749754838,0.30151187515134603
MultiVI,snrna,42,2720,1200,0.9572901325478645,0.4696031,0.63549197,0.2896438426404249,0.2993336566929853
MultiVI,snrna,42,2720,1600,0.9617083946980854,0.47251913,0.65697074,0.2903760408859275,0.3002081169648253
MultiVI,snrna,42,2720,2000,0.9528718703976435,0.4704681,0.65836287,0.2907164984271873,0.30040317341966755
MultiVI,snrna,43,2720,400,0.9455081001472754,0.42400432,0.6306534,0.29038541734305406,0.2970814274279958
MultiVI,snrna,43,2720,800,0.9661266568483063,0.44832036,0.6437574,0.290720131456403,0.29864578198846176
MultiVI,snrna,43,2720,1200,0.9602356406480118,0.4604254,0.64734817,0.29014938887454256,0.29755380352085814
MultiVI,snrna,43,2720,1600,0.9617083946980854,0.47484484,0.65608054,0.29016535686332606,0.2980733718947941
MultiVI,snrna,43,2720,2000,0.9528718703976435,0.47247562,0.6484995,0.29009756852294566,0.297215693766217
MultiVI,snrna,44,2720,400,0.9779086892488954,0.49021092,0.623058,0.2899805381735316,0.29773203168329093
MultiVI,snrna,44,2720,800,0.9602356406480118,0.4832051,0.6256497,0.2892605174248376,0.2976635142706227
MultiVI,snrna,44,2720,1200,0.9690721649484536,0.48342294,0.61615664,0.29019832296580717,0.2991107011095813
MultiVI,snrna,44,2720,1600,0.96759941089838,0.4773122,0.632903,0.2903249742677119,0.29902102768903127
MultiVI,snrna,44,2720,2000,0.9440353460972017,0.48211297,0.6337533,0.28970890623125717,0.2977811887749253
MultiVI,snrna,45,2720,400,0.9631811487481591,0.469815,0.6335404,0.2894184657728321,0.2979687440675944
MultiVI,snrna,45,2720,800,0.9779086892488954,0.4801359,0.6472983,0.28992884983987627,0.29841020577543664
MultiVI,snrna,45,2720,1200,0.9499263622974963,0.47800028,0.6486797,0.2899826191233789,0.29950980229180074
MultiVI,snrna,45,2720,1600,0.9587628865979382,0.47716376,0.64010274,0.28983107634935706,0.2992049501562881
MultiVI,snrna,45,2720,2000,0.9543446244477173,0.47802275,0.64180523,0.28975585060877,0.2981714557027564
MultiVI,snrna,46,2720,400,0.9631811487481591,0.43989184,0.6323781,0.2904378080173236,0.2994915092513131
MultiVI,snrna,46,2720,800,0.9749631811487481,0.43610698,0.634637,0.2900440044535133,0.29887547082901317
MultiVI,snrna,46,2720,1200,0.9690721649484536,0.4303304,0.6402643,0.29002154526148083,0.29801999278717795
MultiVI,snrna,46,2720,1600,0.9720176730486009,0.42696154,0.6378326,0.2909379001635546,0.2994995821232273
MultiVI,snrna,46,2720,2000,0.96759941089838,0.42818955,0.6328622,0.29035868754338406,0.2992032864015113
MultiVI,snrna,42,1359,400,0.9455081001472754,0.4563102,0.59654266,0.28973968517107357,0.30012128971452684
MultiVI,snrna,42,1359,800,0.9558173784977909,0.4758558,0.64877546,0.2906456684535814,0.3014830468541581
MultiVI,snrna,42,1359,1200,0.9646539027982327,0.47517267,0.66326576,0.29111919556581406,0.300517446684023
MultiVI,snrna,42,1359,1600,0.96759941089838,0.4778322,0.6637627,0.2902780440361512,0.30036518591825856
MultiVI,snrna,42,1359,2000,0.9720176730486009,0.47428602,0.66712534,0.2906957903128536,0.3013830908923025
MultiVI,snrna,43,1359,400,0.9720176730486009,0.4093759,0.65799814,0.2896620260275408,0.30026776381513354
MultiVI,snrna,43,1359,800,0.9705449189985272,0.43425643,0.64426583,0.2900154906383893,0.29814327451913925
MultiVI,snrna,43,1359,1200,0.9749631811487481,0.4537046,0.68112415,0.29015257311693904,0.29806686760160006
MultiVI,snrna,43,1359,1600,0.9499263622974963,0.46295935,0.6762052,0.289647565571693,0.2982844121613699
MultiVI,snrna,43,1359,2000,0.9617083946980854,0.46236053,0.66106236,0.2904126542283961,0.30009451118995994
MultiVI,snrna,44,1359,400,0.9499263622974963,0.46131754,0.65124357,0.29010956519237807,0.2975574096722818
MultiVI,snrna,44,1359,800,0.9440353460972017,0.46868291,0.6426192,0.2898801134297401,0.298304983148769
MultiVI,snrna,44,1359,1200,0.9528718703976435,0.4681285,0.6552243,0.28988299830833036,0.2976790151192745
MultiVI,snrna,44,1359,1600,0.9602356406480118,0.47389713,0.6655612,0.2896319644369616,0.3001317803975099
MultiVI,snrna,44,1359,2000,0.9617083946980854,0.47724202,0.66284925,0.2902102097520767,0.29905575360771103
MultiVI,snrna,45,1359,400,0.946980854197349,0.46591282,0.6613534,0.2896538099495905,0.2983127130266058
MultiVI,snrna,45,1359,800,0.9528718703976435,0.47539273,0.66138947,0.2893322283379376,0.2976475945431682
MultiVI,snrna,45,1359,1200,0.946980854197349,0.47461843,0.67748505,0.289818697641181,0.29884010754142115
MultiVI,snrna,45,1359,1600,0.9366715758468336,0.47735283,0.67935795,0.28988207049543974,0.29896542150848515
MultiVI,snrna,45,1359,2000,0.9587628865979382,0.47578233,0.65895915,0.29020801067604834,0.29818180197841404
MultiVI,snrna,46,1359,400,0.9690721649484536,0.40777808,0.6600582,0.2911191469292949,0.30012407586478895
MultiVI,snrna,46,1359,800,0.9690721649484536,0.40737307,0.64722246,0.29058398161792376,0.2993662280904707
MultiVI,snrna,46,1359,1200,0.9558173784977909,0.41001272,0.6689762,0.2904816013697684,0.2988482634413761
MultiVI,snrna,46,1359,1600,0.96759941089838,0.41122717,0.67568386,0.29044881212777734,0.2988842173954516
MultiVI,snrna,46,1359,2000,0.96759941089838,0.41237643,0.6797812,0.29096374439453565,0.2995308409186365
MultiVI,snrna,42,680,400,0.9484536082474226,0.45320746,0.6273431,0.2915300888517497,0.29964250610960586
MultiVI,snrna,42,680,800,0.9425625920471281,0.4527338,0.6339926,0.2899298110811747,0.3005182469900423
MultiVI,snrna,42,680,1200,0.9661266568483063,0.46365255,0.64154583,0.29000990562319134,0.30027919711234996
MultiVI,snrna,42,680,1600,0.9631811487481591,0.471791,0.66034687,0.29026410813234643,0.3004105040967514
MultiVI,snrna,42,680,2000,0.9734904270986745,0.47097766,0.6625356,0.29064001207836637,0.30061350510082196
MultiVI,snrna,43,680,400,0.9734904270986745,0.42476332,0.66357106,0.289468924406265,0.2986192926966943
MultiVI,snrna,43,680,800,0.9720176730486009,0.42739367,0.661238,0.2896675226947512,0.29883991449204705
MultiVI,snrna,43,680,1200,0.9764359351988218,0.44431657,0.6776064,0.2900165216645829,0.299903162451395
MultiVI,snrna,43,680,1600,0.9734904270986745,0.44780996,0.6817062,0.28942163368218227,0.29833932252095874
MultiVI,snrna,43,680,2000,0.9734904270986745,0.44643477,0.6879711,0.28954311077561284,0.29688873694747514
MultiVI,snrna,44,680,400,0.9528718703976435,0.47793102,0.58875334,0.2906646225635993,0.3011863333333591
MultiVI,snrna,44,680,800,0.9661266568483063,0.47271812,0.6373513,0.2897506067781744,0.29771536141465826
MultiVI,snrna,44,680,1200,0.9631811487481591,0.46950382,0.6842459,0.28955658062743134,0.2986508719355811
MultiVI,snrna,44,680,1600,0.9455081001472754,0.48297554,0.68581206,0.2900744978545125,0.2991770653350465
MultiVI,snrna,44,680,2000,0.9572901325478645,0.48432046,0.6921827,0.2897551619958703,0.30068486800876776
MultiVI,snrna,45,680,400,0.9278350515463918,0.45344362,0.64623505,0.2897764877389597,0.2988448351855031
MultiVI,snrna,45,680,800,0.9366715758468336,0.4749745,0.6620066,0.2896373680767151,0.29834149446797464
MultiVI,snrna,45,680,1200,0.9396170839469808,0.4756851,0.6658267,0.28964475920205707,0.29803186786442115
MultiVI,snrna,45,680,1600,0.9204712812960235,0.47919407,0.6839438,0.28973970556350914,0.2983560914484178
MultiVI,snrna,45,680,2000,0.93519882179676,0.47955212,0.6817203,0.29033302646339865,0.29909704658395236
MultiVI,snrna,46,680,400,0.9617083946980854,0.37084785,0.64201015,0.28959224218457114,0.30067798223075193
MultiVI,snrna,46,680,800,0.979381443298969,0.3962185,0.67236274,0.2900588960359577,0.2985988961957387
MultiVI,snrna,46,680,1200,0.9705449189985272,0.414134,0.67467946,0.290861804715234,0.29970860006395916
MultiVI,snrna,46,680,1600,0.979381443298969,0.4098836,0.6716263,0.29028895202894206,0.2990875652205353
MultiVI,snrna,46,680,2000,0.9749631811487481,0.40952858,0.6700357,0.29031036947998784,0.2999956801035012
scGPT,scmul,42,4560,400,0.9343971631205674,0.4718199,0.5087717,0.29138879358514624,0.31043512203803836
scGPT,scmul,42,4560,800,0.9539007092198581,0.46668583,0.50540036,0.2900431748286041,0.3086310728737564
scGPT,scmul,42,4560,1200,0.9024822695035462,0.4726871,0.5073575,0.2913393758729874,0.3082540733453635
scGPT,scmul,42,4560,1600,0.9680851063829787,0.47171766,0.50699806,0.28884903857526395,0.310015320992118
scGPT,scmul,42,4560,2000,0.9397163120567376,0.4713477,0.50751615,0.2906997720941399,0.3076251916859204
scGPT,scmul,43,4560,400,0.9592198581560284,0.4686057,0.5048639,0.29033042310840673,0.3137730662806495
scGPT,scmul,43,4560,800,0.9609929078014184,0.47682264,0.50498986,0.2890307452190669,0.3074486705480602
scGPT,scmul,43,4560,1200,0.950354609929078,0.4670723,0.5046467,0.2902044851557995,0.31255086180775876
scGPT,scmul,43,4560,1600,0.9308510638297872,0.46692923,0.5047266,0.29032932771641357,0.31083454735579613
scGPT,scmul,43,4560,2000,0.9450354609929078,0.4704463,0.5045677,0.291001056471634,0.31035013977792464
scGPT,scmul,44,4560,400,0.975177304964539,0.4620595,0.5045829,0.2903371796772322,0.31124194219899876
scGPT,scmul,44,4560,800,0.9716312056737588,0.46829757,0.50945073,0.2903052861343347,0.30635838113708463
scGPT,scmul,44,4560,1200,0.9414893617021277,0.46181473,0.5059896,0.28902238849686546,0.30617401822438345
scGPT,scmul,44,4560,1600,0.9273049645390071,0.46970126,0.5057104,0.28956520103802985,0.3064374966820847
