Method,Capability,fname,metric,sample_mean,feature_mean,seed,seed_num,task,split,path
DeepTAN,Feature Reconstruction,preds+seed_43+multitask+tst.pkl,mse,0.14575397388552636,0.14575397388552616,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_43+multitask+tst.pkl
DeepTAN,Feature Reconstruction,preds+seed_43+multitask+tst.pkl,mae,0.2900990429284624,0.2900990429284624,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_43+multitask+tst.pkl
DeepTAN,Feature Reconstruction,preds+seed_43+multitask+tst.pkl,jsd,0.02140560018073931,0.016150216551859938,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_43+multitask+tst.pkl
DeepTAN,Feature Reconstruction,preds+seed_43+multitask+tst.pkl,pcc,0.3028170805182355,0.0003489767317909202,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_43+multitask+tst.pkl
DeepTAN,Feature Reconstruction,preds+seed_43+multitask+tst.pkl,spearman,0.17297437008395897,0.0028129677423910787,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_43+multitask+tst.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_recon+val.pkl,mse,0.1505067045829484,0.15050670458294826,seed_42,42,focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_recon+val.pkl,mae,0.28159134396306795,0.28159134396306795,seed_42,42,focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_recon+val.pkl,jsd,0.022398276680610237,0.017873744629798547,seed_42,42,focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_recon+val.pkl,pcc,0.2774636543552258,0.014134947899884424,seed_42,42,focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_recon+val.pkl,spearman,0.1535682275793729,0.0030312826003532347,seed_42,42,focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+val.pkl,mse,0.24079805923905878,0.24079805923905861,seed_42,42,focus_label_on_focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+val.pkl,mae,0.35559111195258547,0.35559111195258547,seed_42,42,focus_label_on_focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+val.pkl,jsd,0.023576691790315105,0.034082990364372394,seed_42,42,focus_label_on_focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+val.pkl,pcc,0.02747963276840246,-0.0024796028916266176,seed_42,42,focus_label_on_focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+val.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+val.pkl,spearman,0.022948831845984518,-0.005381486548696286,seed_42,42,focus_label_on_focus_recon,val,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+val.pkl
